Album,AlbumArtLink,Artist,ReleaseDate,Summary,Title,Year,YouTubeLink
Tiny Pause,https://lastfm.freetls.fastly.net/i/u/300x300/bcb1185098062ee90cb36b0807ee28aa.jpg,Yppah,2015-10-14,"Yppah, a reversal of the word happy, pronounced ""yippah,"" started out as Texas native Joe Corrales' solo electronic project before evolving into a full-fledged rock outfit. Roping in Chemical Brothers beats, '60s psychedelic, post-rock, and shoegaze, the result is an atmospheric, soothing soundscape that smoothly jumps from style to style. His ability to transcend genres is not surprising. Corrales tinkered with many different types of music in his past, starting out playing guitar and bass in several rock bands in his teens and then founding the turntablist group the Truth once he switched over to DJing. After turning to producing and releasing his poignant debut, You Are Beautiful at All Times, in 2006, he formed a live band, adding Thomas Sutherland, Nicholas Noeding, Jr., Mark Speer, and Ira Dean, among other rotating bandmembers. As a group, Yppah were well received, and they quickly picked up gigs playing at SXSW 2007 and the Starbucks Mixed Media Series. Also, as fitting as their music was for soundtracks, songs were featured in episodes of CSI and House and the Kevin Spacey movie 21. Corrales took a brief break to return to DJing before resuming work on Yppah's sophomore album, They Know What Ghost Know, released in spring of 2009. Three years later, Yppah returned with Eighty One, which featured collaborations with vocalist/multi-instrumentalist Anomie Belle. The group's fourth album, 2015's Tiny Pause, found Corrales embracing the use of modular synthesizers and samplers. ~ Jason Lymangrover",Bushmills,Unknown,https://www.youtube.com/watch?v=Dhv58liHKc4&pp=ygUPWXBwYWggQnVzaG1pbGxz
Share,https://lastfm.freetls.fastly.net/i/u/300x300/099a3339190f3231d240f49f334a5673.jpg,YUKI,2025-12-17,"Once the frontwoman and vocalist for J-rock act Judy & Mary, Yuki (aka Yuki Isoya, born February 17, 1972, in Hakodate, Japan) is a multimedia star, who -- besides her solo pop career -- is a fashion trendsetter, spokesperson, and radio personality. Her debut album, after the breakup of her former band, entitled Prismic, was released in March of 2002. Subsequent albums -- Commune (2003), Joy (2005), and Wave (2006) -- were hits, and in 2007 she released the best-of compilation Five Star. Yuki is also known for her collaborative efforts, including singing with Mean Machine and working with Kate Pierson (of B-52's fame) in the group NiNa. ~ Chris True",YUKI『Share』,Unknown,https://www.youtube.com/watch?v=QSQ4U3pcvzQ&list=RDQSQ4U3pcvzQ&start_radio=1&pp=ygUOWVVLSSBZVUtJU2hhcmWgBwE%3D
Share,https://lastfm.freetls.fastly.net/i/u/300x300/099a3339190f3231d240f49f334a5673.jpg,YUKI,2025-12-17,"Once the frontwoman and vocalist for J-rock act Judy & Mary, Yuki (aka Yuki Isoya, born February 17, 1972, in Hakodate, Japan) is a multimedia star, who -- besides her solo pop career -- is a fashion trendsetter, spokesperson, and radio personality. Her debut album, after the breakup of her former band, entitled Prismic, was released in March of 2002. Subsequent albums -- Commune (2003), Joy (2005), and Wave (2006) -- were hits, and in 2007 she released the best-of compilation Five Star. Yuki is also known for her collaborative efforts, including singing with Mean Machine and working with Kate Pierson (of B-52's fame) in the group NiNa. ~ Chris True",YUKI『Share』,Unknown,https://www.youtube.com/watch?v=QSQ4U3pcvzQ&list=RDQSQ4U3pcvzQ&start_radio=1&pp=ygUOWVVLSSBZVUtJU2hhcmWgBwE%3D
Yatta!,https://lastfm.freetls.fastly.net/i/u/300x300/f19e1cba5a846ca75ef7994228e92f3c.jpg,YĪN YĪN,2026-01-23,"Dutch quartet YĪN YĪN play a cosmic, danceable fusion of funk, disco, psychedelia, and Southeast Asian traditions. Their surf-influenced debut album, The Rabbit That Hunts Tigers, appeared in 2019 and earned the group a considerable following. They returned in 2022 with the more mystical, party-friendly The Age of Aquarius. On their third album, 2024's Mount Matsu, they incorporated influences such as Stax soul and Japanese city pop. Their fourth full-length, the 2026 release Yatta!, took influence from Italo-disco.
YĪN YĪN initially consisted of Yves Lennertz (guitar, bass, phin, synthesizer, vocals), Kees Berkers (drums, percussion, synthesizer), Remy Scheren (bass guitar), and Robbert Verwijlen (organ, synthesizer). The band formed in Maastricht in 2017, originally calling themselves Lady Boys. They issued a 2018 cassette titled Pingpxng under this name shortly before changing it to YĪN YĪN and releasing their debut single, ""Dion Ysiusk,"" on Les Disques Bongo Joe. The full-length The Rabbit That Hunts Tigers arrived in October 2019 and attracted fans of similar artists such as Khruangbin and L'Éclair. ""Haw Phin,"" a single written during the COVID-19 lockdown, was released in 2020. As live performances resumed, they worked on their second album, and The Age of Aquarius, a disco-heavy record inspired by the Yuga Cycle in Hindu cosmology, was issued by Glitterbeat in 2022. Lennertz left the band, and Erik Bandt joined on guitar. YĪN YĪN recorded their third album, Mount Matsu, in their own studio in the Belgian countryside, and it appeared in January 2024. The band released the singles ""Spirit Adapter"" and ""Lecker Song"" in 2025. They appeared ahead of 2026's Yatta!, which fused Italo-disco and Southeast Asian influences. ~ Paul Simpson",Lecker Song,Unknown,https://www.youtube.com/watch?v=oYyinu1QW9U&list=RDoYyinu1QW9U&start_radio=1&pp=ygUXWcSqTiBZxKpOIC0gTGVja2VyIFNvbmegBwE%3D
Face Tat,https://lastfm.freetls.fastly.net/i/u/300x300/8e1273eed7e342d6a7e3c040e1dad493.png,Zach Hill,2010-10-19,"Based out of Sacramento, California, drummer Zach Hill is best known as half of the adventurous indie rock group Hella, but he has also spent time in Twiggy Ramirez and Chris Goss' project Goon Moon, the experimental supergroup Nervous Cop, and the Ladies with Pinback's Rob Crow, and he often collaborates with guitarist Mick Barr. In 2004 he took steps toward a solo career, with Masculine Drugs being released as a Zach Hill and Holy Smokes album, but the 2006 follow-up, Talk to Your Kids About Gangs, was credited to just Holy Smokes. That same year the unhinged Shred Earthship appeared on the 5 Rue Christine label as a Zach Hill and Mick Barr release. In 2008 he moved to Mike Patton's Ipecac imprint for Astrological Straits, a solo album with guests ranging from Primus' Les Claypool to LCD Soundsystem's Tyler Pope. A vinyl version of the record appeared on the ""avanthop"" label Anticon. After more collaborations (with Marnie Stern, No Age, Prefuse 73, and Wavves, to name a few), Hill released his second solo album, 2010's Face Tat. In 2011, he started the experimental hip-hop group Death Grips with keyboardist Andy Morin and vocalist Stefan Burnett, and the act became Hill's top priority over the next few years. The project proved to be difficult, but enthralled audiences. In 2013, he continued to push boundaries when he collaborated with fellow drummers Janet Weiss (Sleater-Kinney) and Matt Cameron (Pearl Jam) for Drumgasm, an album that simply featured the three bashing their kits for 40 minutes. ~ David Jeffries",Memo to the Man,Unknown,https://www.youtube.com/watch?v=IT0u9Q-LGGE&pp=ygUZWmFjaCBIaWxsIE1lbW8gdG8gdGhlIE1hbg%3D%3D
Face Tat,https://lastfm.freetls.fastly.net/i/u/300x300/8e1273eed7e342d6a7e3c040e1dad493.png,Zach Hill,2010-10-19,"Based out of Sacramento, California, drummer Zach Hill is best known as half of the adventurous indie rock group Hella, but he has also spent time in Twiggy Ramirez and Chris Goss' project Goon Moon, the experimental supergroup Nervous Cop, and the Ladies with Pinback's Rob Crow, and he often collaborates with guitarist Mick Barr. In 2004 he took steps toward a solo career, with Masculine Drugs being released as a Zach Hill and Holy Smokes album, but the 2006 follow-up, Talk to Your Kids About Gangs, was credited to just Holy Smokes. That same year the unhinged Shred Earthship appeared on the 5 Rue Christine label as a Zach Hill and Mick Barr release. In 2008 he moved to Mike Patton's Ipecac imprint for Astrological Straits, a solo album with guests ranging from Primus' Les Claypool to LCD Soundsystem's Tyler Pope. A vinyl version of the record appeared on the ""avanthop"" label Anticon. After more collaborations (with Marnie Stern, No Age, Prefuse 73, and Wavves, to name a few), Hill released his second solo album, 2010's Face Tat. In 2011, he started the experimental hip-hop group Death Grips with keyboardist Andy Morin and vocalist Stefan Burnett, and the act became Hill's top priority over the next few years. The project proved to be difficult, but enthralled audiences. In 2013, he continued to push boundaries when he collaborated with fellow drummers Janet Weiss (Sleater-Kinney) and Matt Cameron (Pearl Jam) for Drumgasm, an album that simply featured the three bashing their kits for 40 minutes. ~ David Jeffries",Burner in the Video,Unknown,https://www.youtube.com/watch?v=A3E8FOzTXos&pp=ygUdWmFjaCBIaWxsIEJ1cm5lciBpbiB0aGUgVmlkZW8%3D
Face Tat,https://lastfm.freetls.fastly.net/i/u/300x300/8e1273eed7e342d6a7e3c040e1dad493.png,Zach Hill,2010-10-19,"Based out of Sacramento, California, drummer Zach Hill is best known as half of the adventurous indie rock group Hella, but he has also spent time in Twiggy Ramirez and Chris Goss' project Goon Moon, the experimental supergroup Nervous Cop, and the Ladies with Pinback's Rob Crow, and he often collaborates with guitarist Mick Barr. In 2004 he took steps toward a solo career, with Masculine Drugs being released as a Zach Hill and Holy Smokes album, but the 2006 follow-up, Talk to Your Kids About Gangs, was credited to just Holy Smokes. That same year the unhinged Shred Earthship appeared on the 5 Rue Christine label as a Zach Hill and Mick Barr release. In 2008 he moved to Mike Patton's Ipecac imprint for Astrological Straits, a solo album with guests ranging from Primus' Les Claypool to LCD Soundsystem's Tyler Pope. A vinyl version of the record appeared on the ""avanthop"" label Anticon. After more collaborations (with Marnie Stern, No Age, Prefuse 73, and Wavves, to name a few), Hill released his second solo album, 2010's Face Tat. In 2011, he started the experimental hip-hop group Death Grips with keyboardist Andy Morin and vocalist Stefan Burnett, and the act became Hill's top priority over the next few years. The project proved to be difficult, but enthralled audiences. In 2013, he continued to push boundaries when he collaborated with fellow drummers Janet Weiss (Sleater-Kinney) and Matt Cameron (Pearl Jam) for Drumgasm, an album that simply featured the three bashing their kits for 40 minutes. ~ David Jeffries",Dizzy From the Twins,Unknown,https://www.youtube.com/watch?v=NWOe7sncwtg&pp=ygUeWmFjaCBIaWxsIERpenp5IEZyb20gdGhlIFR3aW5z0gcJCX4JAYcqIYzv
Zapp,https://lastfm.freetls.fastly.net/i/u/300x300/d72af549c8c393beebfecf339a71f639.png,Zapp,1980-09-02,"One of the most underrated funk groups of the 1980s, Zapp revolutionized the computer pop of electro with their trademark vocoder talk boxes and bumping grooves, emulating the earthier side of Prince and Cameo, with a leader in Roger Troutman who was more than efficient at polished production. The family group, with brothers Roger, Lester, Larry, and Tony Troutman, grew up in Hamilton, OH, influenced by hometown heroes the Ohio Players as well as Parliament and other funk groups. Tony was the first to begin recording, with an obscure single for Gram-O-Phon Records, ""I Truly Love You,"" which scraped the R&B charts in 1976. Joined by his brothers (with Roger on vocals and guitar, Lester on drums, Larry on percussion, and himself contributing bass) and christened Zapp, the group played around the Midwest and gradually picked up backing vocalists (Bobby Glover, Jannetta Boyce), keyboard players (Greg Jackson, Sherman Fleetwood) and a horn section (Eddie Barber, Jerome Derrickson, Mike Warren).
Zapp's following quickly gained notices, and Bootsy Collins himself was hired on to work with the group on their debut album. Released in 1980, Zapp hit the Top 20 on the pop charts, thanks to the single ""More Bounce to the Ounce."" The following year, Roger worked on Funkadelic's The Electric Spanking of War Babies and released his solo debut album, The Many Facets of Roger. His special cover of ""I Heard It Through the Grapevine,"" complete with vocoderized talk box, pushed the album into gold territory (as Zapp had done). Zapp II appeared in 1982 and proved just as popular as the group's first, including Zapp's only number one R&B single, ""Dance Floor.""
Zapp III barely made the Top 40 pop charts upon release in 1983, and Roger's second solo album, The Saga Continues, was also a disappointment, though his cover of ""Midnight Hour"" featured the Mighty Clouds of Joy. The New Zapp IV U fared slightly better after release in late 1985 (thanks to the single ""Computer Love""), but in 1987, Roger's third solo album, Unlimited!, featured the group's biggest hit yet, ""I Want to Be Your Man,"" a chart-topper on the R&B lists and a respectable number three pop. Though Roger and/or Zapp hit the R&B charts frequently during the rest of the late '80s, the unit had effectively halted recording with the 1991 Roger LP Bridging the Gap. Roger continued to produce and play with other artists, and it was his talk box that graced Dr. Dre & 2Pac's Top Ten 1996 single ""California Love."" The 1993 Roger & Zapp collection All the Greatest Hits sold well, earning the collective their first platinum record. The Zapp story ended in tragedy on April 25, 1999, when Roger was shot to death by Larry, who then turned the gun on himself. ~ John Bush",Be Alright,Unknown,https://www.youtube.com/watch?v=MfJLNpWBc9Q&pp=ygURWmFwcCAtIEJlIEFscmlnaHTSBwkJhAkBhyohjO8%3D
La Grande Heresie,https://lastfm.freetls.fastly.net/i/u/300x300/20557257fa34fde9855bd0b086e1b094.jpg,Zeicrydeus,2025-04-17,"ZEICRYDEUS was founded in 2018 in the province of Québec. The band's crude debut ''La Grande Hérésie'' is a showcase of warm, triumphant & galloping riffs drenched in a mystical & occult atmosphere, combining various elements of Heavy, Thrash, Black, Power, Speed and Doom Metal. Lyrically, the band expands on the lyrical lore established in the albums ''Stygian'' by Atramentus, ''Le Dernier Crépuscule'' by Chthe'ilist as well as the upcoming power-doom band Exxûl, 3 bands that are part of the same musical collective. ZEICRYDEUS is one of the rare bands within the black metal scene that puts emphasis on a lead-bass approach in sound and composition, going a step further by completely ditching guitar solos in favor of melodic, shredding bass solos. Live performances and a follow-up are to be expected in the near future. Recommended for fans of : Running Wild, Manowar, Helstar, Necromantia, Varathron, Stargazer, Zemial, Mortuary Drape & Rotting Christ Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Ten Thousand Spears Atop the Bleeding Mountains,Unknown,https://www.youtube.com/watch?v=WIJE46lc6PU&pp=ygU8WmVpY3J5ZGV1cyAtIFRlbiBUaG91c2FuZCBTcGVhcnMgQXRvcCB0aGUgQmxlZWRpbmcgTW91bnRhaW5z
La Grande Heresie,https://lastfm.freetls.fastly.net/i/u/300x300/20557257fa34fde9855bd0b086e1b094.jpg,Zeicrydeus,2025-04-17,"ZEICRYDEUS was founded in 2018 in the province of Québec. The band's crude debut ''La Grande Hérésie'' is a showcase of warm, triumphant & galloping riffs drenched in a mystical & occult atmosphere, combining various elements of Heavy, Thrash, Black, Power, Speed and Doom Metal. Lyrically, the band expands on the lyrical lore established in the albums ''Stygian'' by Atramentus, ''Le Dernier Crépuscule'' by Chthe'ilist as well as the upcoming power-doom band Exxûl, 3 bands that are part of the same musical collective. ZEICRYDEUS is one of the rare bands within the black metal scene that puts emphasis on a lead-bass approach in sound and composition, going a step further by completely ditching guitar solos in favor of melodic, shredding bass solos. Live performances and a follow-up are to be expected in the near future. Recommended for fans of : Running Wild, Manowar, Helstar, Necromantia, Varathron, Stargazer, Zemial, Mortuary Drape & Rotting Christ Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Profane Spells & Naked Swords in the Emerald Meadows of Nhaath,Unknown,https://www.youtube.com/watch?v=8AQXhnn0_7M&pp=ygUcWmVpY3J5ZGV1cyAtIFByb2ZhbmUgU3BlbGxzIA%3D%3D
La Grande Heresie,https://lastfm.freetls.fastly.net/i/u/300x300/20557257fa34fde9855bd0b086e1b094.jpg,Zeicrydeus,2025-04-17,"ZEICRYDEUS was founded in 2018 in the province of Québec. The band's crude debut ''La Grande Hérésie'' is a showcase of warm, triumphant & galloping riffs drenched in a mystical & occult atmosphere, combining various elements of Heavy, Thrash, Black, Power, Speed and Doom Metal. Lyrically, the band expands on the lyrical lore established in the albums ''Stygian'' by Atramentus, ''Le Dernier Crépuscule'' by Chthe'ilist as well as the upcoming power-doom band Exxûl, 3 bands that are part of the same musical collective. ZEICRYDEUS is one of the rare bands within the black metal scene that puts emphasis on a lead-bass approach in sound and composition, going a step further by completely ditching guitar solos in favor of melodic, shredding bass solos. Live performances and a follow-up are to be expected in the near future. Recommended for fans of : Running Wild, Manowar, Helstar, Necromantia, Varathron, Stargazer, Zemial, Mortuary Drape & Rotting Christ Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Sous l’ombre éternelle des vestiges d’Heghemnon,Unknown,https://www.youtube.com/watch?v=zubrYsDJkjQ&pp=ygVBWmVpY3J5ZGV1cyAtIFNvdXMgbOKAmW9tYnJlIMOpdGVybmVsbGUgZGVzIHZlc3RpZ2VzIGTigJlIZWdoZW1ub24%3D
Pintao,https://lastfm.freetls.fastly.net/i/u/300x300/5166071944ce8275f30cf03e0f7e3765.jpg,Árbol,2025-01-24,"Pulled from the underground scene of west Buenos Aires by famed Latin rock producer Gustavo Santaolalla, Arbol combined edgy talent with the polish that can be bought with a major-label contract. Santaolalla, who had also produced Cafe Tacuba and Puya, worked with sound engineer Joe Chiccarelli to help produce Arbol's self-titled debut album, which was released on Sataolalla's Surco record label (distributed by Universal Music). The professional package helped smooth out Arbol's crazy collection of musicians, which included two vocalists, a horn section, percussion, harmonica, charango, erque, flute and violin. Their sound, which included elements of rock, rap, reggae and American country, also helped broaden their appeal beyond the South American Latin community. ~ Stacia Proefrock",Árbol - Pintao,Unknown,https://www.youtube.com/watch?v=XcKXAHmBnkg&pp=ygUWw4FyYm9sIMOBcmJvbCAtIFBpbnRhbw%3D%3D
Worlds Apart,https://lastfm.freetls.fastly.net/i/u/300x300/cf8ff0db54e846d69fb007bfbdff62b3.jpg,…And You Will Know Us by the Trail of Dead,2005-01-24,"An unlikely but powerful combination of punk fury and prog rock ambition, ...And You Will Know Us by the Trail of Dead are fiery iconoclasts who gradually refined their attack without losing any of their passion. In the late '90s, their cathartic live shows and propensity to destroy their gear translated to 1999's Madonna, but when they added more control and polish to their music on 2002's landmark major-label debut Source Tags & Codes, they created one of the most epic alternative rock albums of the early 2000s -- a time when epic rock wasn't exactly fashionable. Their fondness for grand gestures, as well as the intricate yet expansive sounds of Pink Floyd and Yes, informed later works such as 2005's Worlds Apart, and their maverick spirit led them to release several albums, including 2009's The Century of Self, on their own imprint. The band stayed true to their fervent yet philosophical approach in the 2010s and beyond, resulting in triumphs like 2011's Tao of the Dead and 2020's X: The Godless Void and Other Stories, while 2022's quadraphonically recorded XI: Bleed Here Now reaffirmed their commitment to jaw-droppingly big-sounding rock.
The earliest version of ...And You Will Know Us by the Trail of Dead was formed in late 1994 by singers/guitarists/drummers Jason Reece and Conrad Keely, a pair of longtime friends who met in Hawaii and settled in the indie hotbed of Olympia, Washington. There, Reece drummed for bands including the queercore outfit Mukilteo Fairies and Honeybucket, while Keely played with Benedict Gehlen and Nancyville as he studied at Evergreen State College. After relocating to Austin, Texas, Keely and Reece began playing shows as ""You Will Know Us by the Trail of Dead,"" eventually adding both the conjunction and the ellipsis to the band's name.
They soon recruited guitarist Kevin Allen and bassist/sampler Neil Busch, thus transforming from an indie two-piece into an arty quartet. After contributing the song ""Novena Without Faith"" to the 1995 cassette compilation Austin Live Houses and issuing a live cassette on the local Golden Hour label, AYWKUBTTOD signed to Trance Syndicate, the label owned by the Butthole Surfers' King Coffey. In January 1998, they released their self-titled debut, which captured the energy of their already-legendarily anarchic concerts. Following the label's collapse, the band moved to Merge Records, recording Madonna with producer Mike McCarthy and releasing it in October 1999. The group re-teamed with McCarthy for their February 2002 Interscope debut, Source Tags & Codes, which earned widespread acclaim for its elaborate instrumentation and formidable songwriting. Appearing in 2003, The Secret of Elena's Tomb EP continued Source Tags & Codes' mix of anthemic rock and reflective ballads.
In 2004, drummer/percussionist Doni Schroader joined the band's lineup along with bassist Danny Wood, who replaced Busch. With January 2005's Worlds Apart, AYWKUBTTOD's music became more intricate, and with the addition of touring keyboardist David Longoria, they became a six-piece for the lengthy tour supporting the album, which cracked 100 on the album charts in the U.S. and the U.K. and reached number 40 in Germany. Though Worlds Apart earned critical acclaim, its sales were disappointing. However, AYWKUBTTOD found inspiration in their frustration and bounced back with November 2006's So Divided, a more direct and energetic set of songs featuring contributions from Amanda Palmer and Hilary Hahn. The album peaked at 188 on the Billboard Top 200 Albums chart in the U.S. Further lineup changes followed: keyboardist Clay Morris stepped in for Longoria, drummer Aaron Ford replaced Schroader, and Wood was replaced by bassist Jay Leo Phillips. In 2007, the band composed the music for the roller derby documentary Hell on Wheels and toured internationally.
When ...And You Will Know Us by the Trail of Dead began recording again, they launched their own label, Richter Scale Records, in partnership with the Texas-based Justice Records. Free of the constraints of conventional label deals, the group released an EP, 2008's Festival Thyme, to ramp up support for a full-length album. The Century of Self followed in February 2009. Tracked live for a rawer feel than the band's major label efforts, the album reached number 169 on the Billboard 200 and number 22 on the Billboard Independent Albums chart.
AYWKUBTTOD then scaled down their lineup, choosing to record their next album as a four-piece. Recorded in ten days, February 2011's storming Tao of the Dead was one of the band's most conceptual works to date, with a 16-song set list divided into two lengthy tracks, each of which was performed in a specific musical key. The album was a Top 20 hit in Germany. After Keely's move to Cambodia's capitol city, Phnom Penh, he, Reece, and Tao of the Dead recruits Autry Fulbright and Jamie Miller headed to Hanover, Germany, in mid-2012 to record Lost Songs. One of the group's most overtly political sets of songs, the album was released that October.
The band returned to Texas' Hill Country to record November 2014's IX, an introspective set named after the ninth planet in the solar system in the world of Frank Herbert's Dune. Boasting a layered sound influenced by artists ranging from the War on Drugs to Peter Gabriel and Echo and the Bunnymen, Tao of the Dead IX charted in Germany. Following their tour in support of the album, AYWKUBTTOD took some time off, during which Keely issued the 2016 solo album Original Machines. The next year, the group celebrated the 20th anniversary of Madonna by playing the album in full on a European tour.
In 2018, Keely moved back to Austin, and he and Reece began working intensely on their next album. Building on the introspective feel of IX, X: The Godless Void and Other Stories featured production by Keely and engineer Charles Godfrey. It appeared on Dine Alone in January 2020, the beginning of the band's 25th year together. Another Top 20 hit in Germany, X: The Godless Void and Other Stories also appeared on the Austrian and Swiss charts. When the COVID-19 global pandemic made touring in support of the album impossible, the band started writing songs. They looked to their love of classic '70s rock albums while making July 2022's XI: Bleed Here Now, a 73-minute opus recorded in quadraphonic sound and featuring Palmer and Spoon's Britt Daniel. ~ Heather Phares and Jason Ankeny",Will You Smile Again?,Unknown,https://www.youtube.com/watch?v=dWjwgo1_Ob0&pp=ygVE4oCmQW5kIFlvdSBXaWxsIEtub3cgVXMgYnkgdGhlIFRyYWlsIG9mIERlYWQgLSBXaWxsIFlvdSBTbWlsZSBBZ2Fpbj8%3D
